,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
109,2024-06-18,199.61193991235476,169.8202634782128,224.23285043983537,199.61193991235476,199.61193991235476,-3.4301503464574585,-3.4301503464574585,-3.4301503464574585,-3.4301503464574585,-3.4301503464574585,-3.4301503464574585,0.0,0.0,0.0,196.1817895658973
110,2024-06-20,200.5138141071051,167.03552362956037,223.98028119635364,200.5138141071051,200.5138141071051,-4.541889295800221,-4.541889295800221,-4.541889295800221,-4.541889295800221,-4.541889295800221,-4.541889295800221,0.0,0.0,0.0,195.9719248113049
111,2024-06-21,200.96475120448025,168.48316361137762,223.23100925005747,200.96475120448025,200.96475120448025,-4.70125699304851,-4.70125699304851,-4.70125699304851,-4.70125699304851,-4.70125699304851,-4.70125699304851,0.0,0.0,0.0,196.26349421143175
112,2024-06-24,202.31756248204636,170.3924029598537,225.91638021307216,202.31756248204636,202.31756248204636,-3.5142335068663626,-3.5142335068663626,-3.5142335068663626,-3.5142335068663626,-3.5142335068663626,-3.5142335068663626,0.0,0.0,0.0,198.80332897518
113,2024-06-25,202.76849957456835,171.19184956279906,227.32975542005616,202.76849957456835,202.76849957456835,-3.4301503464606067,-3.4301503464606067,-3.4301503464606067,-3.4301503464606067,-3.4301503464606067,-3.4301503464606067,0.0,0.0,0.0,199.33834922810775
114,2024-06-26,203.21943666709043,170.64472392967946,227.34723168785624,203.21943666709043,203.21943666709043,-4.4964807518861,-4.4964807518861,-4.4964807518861,-4.4964807518861,-4.4964807518861,-4.4964807518861,0.0,0.0,0.0,198.72295591520432
115,2024-06-27,203.67037375961243,171.42400529651542,226.98883025392604,203.67037375961243,203.67037375961243,-4.5418892958097725,-4.5418892958097725,-4.5418892958097725,-4.5418892958097725,-4.5418892958097725,-4.5418892958097725,0.0,0.0,0.0,199.12848446380266
116,2024-06-28,204.12131085213446,173.331383765855,228.29673439515682,204.12131085213446,204.12131085213446,-4.701256993038046,-4.701256993038046,-4.701256993038046,-4.701256993038046,-4.701256993038046,-4.701256993038046,0.0,0.0,0.0,199.4200538590964
117,2024-07-01,205.47412212970056,175.4224891317575,230.16573390145788,205.47412212970056,205.47412212970056,-3.5142335068645147,-3.5142335068645147,-3.5142335068645147,-3.5142335068645147,-3.5142335068645147,-3.5142335068645147,0.0,0.0,0.0,201.95988862283605
118,2024-07-02,205.9250592222226,173.0182572299046,229.59900801706797,205.9250592222226,205.9250592222226,-3.430150346456572,-3.430150346456572,-3.430150346456572,-3.430150346456572,-3.430150346456572,-3.430150346456572,0.0,0.0,0.0,202.49490887576601
119,2024-07-03,206.37599631474458,174.39432057094186,231.73580394729566,206.37599631474458,206.37599631474458,-4.496480751885981,-4.496480751885981,-4.496480751885981,-4.496480751885981,-4.496480751885981,-4.496480751885981,0.0,0.0,0.0,201.87951556285861
120,2024-07-05,207.27787027660486,172.76073277121458,230.57861807103765,207.27787027660486,207.27787027660486,-4.701256993027582,-4.701256993027582,-4.701256993027582,-4.701256993027582,-4.701256993027582,-4.701256993027582,0.0,0.0,0.0,202.57661328357727
121,2024-07-08,208.63068121939523,177.24823822399142,232.33117776879268,208.63068121939523,208.63068121939523,-3.5142335068867045,-3.5142335068867045,-3.5142335068867045,-3.5142335068867045,-3.5142335068867045,-3.5142335068867045,0.0,0.0,0.0,205.11644771250852
122,2024-07-09,209.08161820032535,177.41831747640265,234.2623104427089,209.08161820032535,209.08161820032535,-3.430150346458571,-3.430150346458571,-3.430150346458571,-3.430150346458571,-3.430150346458571,-3.430150346458571,0.0,0.0,0.0,205.6514678538668
123,2024-07-10,209.5325551812555,176.22221618715795,232.47129646932635,209.5325551812555,209.5325551812555,-4.496480751887716,-4.496480751887716,-4.496480751887716,-4.496480751887716,-4.496480751887716,-4.496480751887716,0.0,0.0,0.0,205.0360744293678
124,2024-07-11,209.98349216218563,176.95055171775292,230.6575059198155,209.98349216218563,209.98349216218563,-4.541889295797012,-4.541889295797012,-4.541889295797012,-4.541889295797012,-4.541889295797012,-4.541889295797012,0.0,0.0,0.0,205.44160286638862
125,2024-07-12,210.43442914311575,176.90892766282713,234.815316578654,210.43442914311575,210.43442914311575,-4.7012569930279815,-4.7012569930279815,-4.7012569930279815,-4.7012569930279815,-4.7012569930279815,-4.7012569930279815,0.0,0.0,0.0,205.73317215008777
126,2024-07-15,211.78724008590612,181.59727990848413,235.1391572116736,211.78724008590612,211.78724008590612,-3.514233506843911,-3.514233506843911,-3.514233506843911,-3.514233506843911,-3.514233506843911,-3.514233506843911,0.0,0.0,0.0,208.2730065790622
127,2024-07-16,212.23817706683624,181.0273748447256,234.0590041132769,212.23817706683624,212.23817706683624,-3.430150346454535,-3.430150346454535,-3.430150346454535,-3.430150346454535,-3.430150346454535,-3.430150346454535,0.0,0.0,0.0,208.80802672038172
128,2024-07-17,212.62994441745954,179.35688689571668,233.2306603121868,212.62994441745954,212.62994441745954,-4.496480751887598,-4.496480751887598,-4.496480751887598,-4.496480751887598,-4.496480751887598,-4.496480751887598,0.0,0.0,0.0,208.13346366557195
129,2024-07-18,213.0217117680828,180.69703530572227,236.37710217474805,213.0217117680828,213.0217117680828,-4.541889295795535,-4.541889295795535,-4.541889295795535,-4.541889295795535,-4.541889295795535,-4.541889295795535,0.0,0.0,0.0,208.47982247228728
130,2024-07-19,213.41347911870605,179.9072526520854,235.76933756576483,213.41347911870605,213.41347911870605,-4.701256993006654,-4.701256993006654,-4.701256993006654,-4.701256993006654,-4.701256993006654,-4.701256993006654,0.0,0.0,0.0,208.71222212569938
131,2024-07-22,214.58878117057594,184.55778606540645,238.0555689537512,214.58878117057594,214.58878117057594,-3.5142335068540804,-3.5142335068540804,-3.5142335068540804,-3.5142335068540804,-3.5142335068540804,-3.5142335068540804,0.0,0.0,0.0,211.07454766372186
132,2024-07-23,214.98054852119918,183.41946175403197,238.8195730412014,214.98054852119918,214.98054852119918,-3.4301503464576832,-3.4301503464576832,-3.4301503464576832,-3.4301503464576832,-3.4301503464576832,-3.4301503464576832,0.0,0.0,0.0,211.5503981747415
133,2024-07-24,215.37231587182248,181.68084064962827,238.8151446420703,215.37231587182248,215.37231587182248,-4.496480751888406,-4.496480751888406,-4.496480751888406,-4.496480751888406,-4.496480751888406,-4.496480751888406,0.0,0.0,0.0,210.87583511993407
134,2024-07-25,215.76408322244575,185.22886428594964,239.4805311000996,215.76408322244575,215.76408322244575,-4.541889295794058,-4.541889295794058,-4.541889295794058,-4.541889295794058,-4.541889295794058,-4.541889295794058,0.0,0.0,0.0,211.2221939266517
135,2024-07-26,216.15585057306902,185.62768321964583,238.32959123716506,216.15585057306902,216.15585057306902,-4.701256993051065,-4.701256993051065,-4.701256993051065,-4.701256993051065,-4.701256993051065,-4.701256993051065,0.0,0.0,0.0,211.45459358001796
136,2024-07-29,217.33114489695788,186.42811913355743,239.624437492014,217.33114489695788,217.33114489695788,-3.514233506852233,-3.514233506852233,-3.514233506852233,-3.514233506852233,-3.514233506852233,-3.514233506852233,0.0,0.0,0.0,213.81691139010564
137,2024-07-30,217.72290967158747,187.42369964685886,239.3018400610769,217.72290967158747,217.72290967158747,-3.4301503464536487,-3.4301503464536487,-3.4301503464536487,-3.4301503464536487,-3.4301503464536487,-3.4301503464536487,0.0,0.0,0.0,214.29275932513383
138,2024-07-31,218.11467444621712,184.85619433257378,241.96367911702816,218.11467444621712,218.11467444621712,-4.496480751885925,-4.496480751885925,-4.496480751885925,-4.496480751885925,-4.496480751885925,-4.496480751885925,0.0,0.0,0.0,213.6181936943312
139,2024-08-01,218.50643922084677,187.89720670977468,241.4179727701722,218.50643922084677,218.50643922084677,-4.541889295803609,-4.541889295803609,-4.541889295803609,-4.541889295803609,-4.541889295803609,-4.541889295803609,0.0,0.0,0.0,213.96454992504317
140,2024-08-02,218.89820399547636,188.13548895403906,241.80842491713756,218.89820399547636,218.89820399547636,-4.701256993029737,-4.701256993029737,-4.701256993029737,-4.701256993029737,-4.701256993029737,-4.701256993029737,0.0,0.0,0.0,214.19694700244662
141,2024-08-05,220.07349831936526,191.88394225719748,244.78033787106384,220.07349831936526,220.07349831936526,-3.514233506850385,-3.514233506850385,-3.514233506850385,-3.514233506850385,-3.514233506850385,-3.514233506850385,0.0,0.0,0.0,216.55926481251487
142,2024-08-06,220.46526309399485,189.13399956615007,243.9686093816058,220.46526309399485,220.46526309399485,-3.430150346456796,-3.430150346456796,-3.430150346456796,-3.430150346456796,-3.430150346456796,-3.430150346456796,0.0,0.0,0.0,217.03511274753805
143,2024-08-07,220.8570278686245,189.7463805358134,245.31457130186158,220.8570278686245,220.8570278686245,-4.496480751886733,-4.496480751886733,-4.496480751886733,-4.496480751886733,-4.496480751886733,-4.496480751886733,0.0,0.0,0.0,216.36054711673776
144,2024-08-08,221.24879264986012,185.50409249628586,243.8441512434969,221.24879264986012,221.24879264986012,-4.5418892958021315,-4.5418892958021315,-4.5418892958021315,-4.5418892958021315,-4.5418892958021315,-4.5418892958021315,0.0,0.0,0.0,216.706903354058
145,2024-08-09,221.64055743109574,189.2258125619684,245.06971192428745,221.64055743109574,221.64055743109574,-4.701256993030135,-4.701256993030135,-4.701256993030135,-4.701256993030135,-4.701256993030135,-4.701256993030135,0.0,0.0,0.0,216.9393004380656
146,2024-08-12,222.81585177480258,190.2541754502385,245.87400431575838,222.81585177480258,222.81585177480258,-3.514233506843648,-3.514233506843648,-3.514233506843648,-3.514233506843648,-3.514233506843648,-3.514233506843648,0.0,0.0,0.0,219.30161826795893
147,2024-08-13,223.2076165560382,193.74683381801324,247.0799026533935,223.2076165560382,223.2076165560382,-3.4301503464455783,-3.4301503464455783,-3.4301503464455783,-3.4301503464455783,-3.4301503464455783,-3.4301503464455783,0.0,0.0,0.0,219.77746620959263
148,2024-08-14,223.5993813372738,193.49221935831648,248.60530395204495,223.5993813372738,223.5993813372738,-4.496480751886614,-4.496480751886614,-4.496480751886614,-4.496480751886614,-4.496480751886614,-4.496480751886614,0.0,0.0,0.0,219.10290058538718
149,2024-08-15,223.99114611850942,192.43997373795688,248.05216919009467,223.99114611850942,223.99114611850942,-4.541889295806168,-4.541889295806168,-4.541889295806168,-4.541889295806168,-4.541889295806168,-4.541889295806168,0.0,0.0,0.0,219.44925682270326
150,2024-08-16,224.38291089974504,192.20807112292016,245.58103281575669,224.38291089974504,224.38291089974504,-4.701256993063684,-4.701256993063684,-4.701256993063684,-4.701256993063684,-4.701256993063684,-4.701256993063684,0.0,0.0,0.0,219.68165390668136
151,2024-08-19,225.55820524345185,195.7488736002738,250.97371500552399,225.55820524345185,225.55820524345185,-3.5142335068538184,-3.5142335068538184,-3.5142335068538184,-3.5142335068538184,-3.5142335068538184,-3.5142335068538184,0.0,0.0,0.0,222.04397173659802
152,2024-08-20,225.94997002137038,194.28377743214807,252.89389353283204,225.94997002137038,225.94997002137038,-3.4301503464487255,-3.4301503464487255,-3.4301503464487255,-3.4301503464487255,-3.4301503464487255,-3.4301503464487255,0.0,0.0,0.0,222.51981967492165
153,2024-08-21,226.34173479928887,192.03994068748855,248.23253082962628,226.34173479928887,226.34173479928887,-4.496480751887422,-4.496480751887422,-4.496480751887422,-4.496480751887422,-4.496480751887422,-4.496480751887422,0.0,0.0,0.0,221.84525404740145
154,2024-08-22,226.73349957720737,193.31762102873142,251.5404536358354,226.73349957720737,226.73349957720737,-4.541889295794886,-4.541889295794886,-4.541889295794886,-4.541889295794886,-4.541889295794886,-4.541889295794886,0.0,0.0,0.0,222.1916102814125
155,2024-08-23,227.1252643551259,195.65994362281137,250.64945830320306,227.1252643551259,227.1252643551259,-4.70125699305322,-4.70125699305322,-4.70125699305322,-4.70125699305322,-4.70125699305322,-4.70125699305322,0.0,0.0,0.0,222.42400736207267
156,2024-08-26,228.30055868888138,198.5225660847928,253.45122511561198,228.30055868888138,228.30055868888138,-3.5142335068519697,-3.5142335068519697,-3.5142335068519697,-3.5142335068519697,-3.5142335068519697,-3.5142335068519697,0.0,0.0,0.0,224.7863251820294
157,2024-08-27,228.6923234667999,194.8035261188454,252.94743538180433,228.6923234667999,228.6923234667999,-3.4301503464579084,-3.4301503464579084,-3.4301503464579084,-3.4301503464579084,-3.4301503464579084,-3.4301503464579084,0.0,0.0,0.0,225.262173120342
158,2024-08-28,229.0840882447184,196.1750525930672,252.2863346954776,229.0840882447184,229.0840882447184,-4.496480751887304,-4.496480751887304,-4.496480751887304,-4.496480751887304,-4.496480751887304,-4.496480751887304,0.0,0.0,0.0,224.5876074928311
159,2024-08-29,229.4758530226369,197.8626539550832,252.33651012506974,229.4758530226369,229.4758530226369,-4.5418892957989225,-4.5418892957989225,-4.5418892957989225,-4.5418892957989225,-4.5418892957989225,-4.5418892957989225,0.0,0.0,0.0,224.933963726838
160,2024-08-30,229.86761813489426,197.92450491783563,253.65464397862218,229.86761813489426,229.86761813489426,-4.701256993042755,-4.701256993042755,-4.701256993042755,-4.701256993042755,-4.701256993042755,-4.701256993042755,0.0,0.0,0.0,225.1663611418515
161,2024-09-03,231.4346785839236,201.04475028833548,256.74025892556546,231.4346785839236,231.4346785839236,-3.4301503464538725,-3.4301503464538725,-3.4301503464538725,-3.4301503464538725,-3.4301503464538725,-3.4301503464538725,0.0,0.0,0.0,228.00452823746974
162,2024-09-04,231.82644369618097,200.6808616989595,255.11119928953434,231.82644369618097,231.82644369618097,-4.496480751889038,-4.496480751889038,-4.496480751889038,-4.496480751889038,-4.496480751889038,-4.496480751889038,0.0,0.0,0.0,227.32996294429194
163,2024-09-05,232.21820880843833,199.6354591441279,255.52784135514491,232.21820880843833,232.21820880843833,-4.54188929580296,-4.54188929580296,-4.54188929580296,-4.54188929580296,-4.54188929580296,-4.54188929580296,0.0,0.0,0.0,227.67631951263536
164,2024-09-06,232.60997392069564,199.15815357346517,255.19614679700794,232.60997392069564,232.60997392069564,-4.701256993043153,-4.701256993043153,-4.701256993043153,-4.701256993043153,-4.701256993043153,-4.701256993043153,0.0,0.0,0.0,227.90871692765248
165,2024-09-09,233.7852692574677,203.0103086958675,258.90836570358783,233.7852692574677,233.7852692574677,-3.514233506860291,-3.514233506860291,-3.514233506860291,-3.514233506860291,-3.514233506860291,-3.514233506860291,0.0,0.0,0.0,230.2710357506074
166,2024-09-10,234.17703436972502,202.74126525069212,259.06560123868877,234.17703436972502,234.17703436972502,-3.4301503464498384,-3.4301503464498384,-3.4301503464498384,-3.4301503464498384,-3.4301503464498384,-3.4301503464498384,0.0,0.0,0.0,230.7468840232752
167,2024-09-11,234.56879948198238,202.7327631750397,258.7825923757074,234.56879948198238,234.56879948198238,-4.496480751888919,-4.496480751888919,-4.496480751888919,-4.496480751888919,-4.496480751888919,-4.496480751888919,0.0,0.0,0.0,230.07231873009346
168,2024-09-12,234.9605646791242,204.6157687243194,260.3675082682067,234.9605646791242,234.9605646791242,-4.541889295791677,-4.541889295791677,-4.541889295791677,-4.541889295791677,-4.541889295791677,-4.541889295791677,0.0,0.0,0.0,230.41867538333253
169,2024-09-13,235.35232987626603,203.42186610951413,258.44968199762917,235.35232987626603,235.35232987626603,-4.701256993043552,-4.701256993043552,-4.701256993043552,-4.701256993043552,-4.701256993043552,-4.701256993043552,0.0,0.0,0.0,230.65107288322247
170,2024-09-16,236.52762546769145,206.0875212450019,260.7840478058602,236.52762546769145,236.52762546769145,-3.5142335068704624,-3.5142335068704624,-3.5142335068704624,-3.5142335068704624,-3.5142335068704624,-3.5142335068704624,0.0,0.0,0.0,233.013391960821
171,2024-09-17,236.91939066483326,206.4014217634304,261.6165627029275,236.91939066483326,236.91939066483326,-3.430150346452986,-3.430150346452986,-3.430150346452986,-3.430150346452986,-3.430150346452986,-3.430150346452986,0.0,0.0,0.0,233.48924031838027
172,2024-09-18,237.3111558619751,206.31194097524022,261.5206877461587,237.3111558619751,237.3111558619751,-4.496480751886439,-4.496480751886439,-4.496480751886439,-4.496480751886439,-4.496480751886439,-4.496480751886439,0.0,0.0,0.0,232.81467511008864
173,2024-09-19,237.70292105911693,206.36249244807698,259.98533774664094,237.70292105911693,237.70292105911693,-4.5418892957902,-4.5418892957902,-4.5418892957902,-4.5418892957902,-4.5418892957902,-4.5418892957902,0.0,0.0,0.0,233.16103176332672
174,2024-09-20,238.09468625625874,204.89560671691217,261.143291736425,238.09468625625874,238.09468625625874,-4.701256993033087,-4.701256993033087,-4.701256993033087,-4.701256993033087,-4.701256993033087,-4.701256993033087,0.0,0.0,0.0,233.39342926322564
175,2024-09-23,239.26998184768422,208.22753205852817,264.28691300397173,239.26998184768422,239.26998184768422,-3.514233506839688,-3.514233506839688,-3.514233506839688,-3.514233506839688,-3.514233506839688,-3.514233506839688,0.0,0.0,0.0,235.75574834084452
176,2024-09-24,239.7799059306671,209.39039049688975,263.84823734082806,239.7799059306671,239.7799059306671,-3.4301503464561343,-3.4301503464561343,-3.4301503464561343,-3.4301503464561343,-3.4301503464561343,-3.4301503464561343,0.0,0.0,0.0,236.34975558421095
177,2024-09-25,240.28983001365003,208.70159917797145,262.80620545200804,240.28983001365003,240.28983001365003,-4.496480751887247,-4.496480751887247,-4.496480751887247,-4.496480751887247,-4.496480751887247,-4.496480751887247,0.0,0.0,0.0,235.79334926176278
178,2024-09-26,240.79975409663294,208.50604453465252,263.07745809806494,240.79975409663294,240.79975409663294,-4.54188929579975,-4.54188929579975,-4.54188929579975,-4.54188929579975,-4.54188929579975,-4.54188929579975,0.0,0.0,0.0,236.25786480083318
179,2024-09-27,241.30967817961587,208.4272998979373,263.82432789226095,241.30967817961587,241.30967817961587,-4.701256993022624,-4.701256993022624,-4.701256993022624,-4.701256993022624,-4.701256993022624,-4.701256993022624,0.0,0.0,0.0,236.60842118659326
180,2024-09-30,242.83945042856462,210.24718548478933,266.58796004286523,242.83945042856462,242.83945042856462,-3.514233506837841,-3.514233506837841,-3.514233506837841,-3.514233506837841,-3.514233506837841,-3.514233506837841,0.0,0.0,0.0,239.32521692172676
181,2024-10-01,243.34937451154755,214.40121496042988,269.17122211328063,243.34937451154755,243.34937451154755,-3.4301503464520997,-3.4301503464520997,-3.4301503464520997,-3.4301503464520997,-3.4301503464520997,-3.4301503464520997,0.0,0.0,0.0,239.91922416509544
182,2024-10-02,243.8592985945304,211.21246395086123,265.413588182733,243.8592985945304,243.8592985945304,-4.496480751888056,-4.496480751888056,-4.496480751888056,-4.496480751888056,-4.496480751888056,-4.496480751888056,0.0,0.0,0.0,239.36281784264236
183,2024-10-03,244.36922267751342,213.23218097017013,266.15649375438977,244.36922267751342,244.36922267751342,-4.541889295798273,-4.541889295798273,-4.541889295798273,-4.541889295798273,-4.541889295798273,-4.541889295798273,0.0,0.0,0.0,239.82733338171514
184,2024-10-04,245.28722101918117,211.75728920075045,266.83137356495064,245.28722101918117,245.28722101918117,-4.701256993056172,-4.701256993056172,-4.701256993056172,-4.701256993056172,-4.701256993056172,-4.701256993056172,0.0,0.0,0.0,240.585964026125
185,2024-10-07,248.04121604418475,216.3340710294594,273.8256341712624,248.04121604418475,248.04121604418475,-3.514233506860028,-3.514233506860028,-3.514233506860028,-3.514233506860028,-3.514233506860028,-3.514233506860028,0.0,0.0,0.0,244.52698253732473
186,2024-10-08,248.9592143858526,217.74831112632097,272.4277851006558,248.9592143858526,248.9592143858526,-3.430150346448063,-3.430150346448063,-3.430150346448063,-3.430150346448063,-3.430150346448063,-3.430150346448063,0.0,0.0,0.0,245.52906403940452
187,2024-10-09,249.87721272752046,217.00968142613,273.70458211220165,249.87721272752046,249.87721272752046,-4.496480751885575,-4.496480751885575,-4.496480751885575,-4.496480751885575,-4.496480751885575,-4.496480751885575,0.0,0.0,0.0,245.3807319756349
188,2024-10-10,250.7952110691883,220.0597097384946,274.3831393128459,250.7952110691883,250.7952110691883,-4.54188929580231,-4.54188929580231,-4.54188929580231,-4.54188929580231,-4.54188929580231,-4.54188929580231,0.0,0.0,0.0,246.25332177338598
189,2024-10-11,251.71320941085614,217.8819984386452,276.3862583099997,251.71320941085614,251.71320941085614,-4.701256993056571,-4.701256993056571,-4.701256993056571,-4.701256993056571,-4.701256993056571,-4.701256993056571,0.0,0.0,0.0,247.01195241779956
190,2024-10-14,254.4672044358597,222.84014032485769,277.82177004787576,254.4672044358597,254.4672044358597,-3.51423350685818,-3.51423350685818,-3.51423350685818,-3.51423350685818,-3.51423350685818,-3.51423350685818,0.0,0.0,0.0,250.95297092900154
191,2024-10-15,255.38520277752735,223.80517901856936,279.9815545807089,255.38520277752735,255.38520277752735,-3.430150346457248,-3.430150346457248,-3.430150346457248,-3.430150346457248,-3.430150346457248,-3.430150346457248,0.0,0.0,0.0,251.9550524310701
192,2024-10-16,257.0569349694418,223.30923739437716,280.43298688476176,257.0569349694418,257.0569349694418,-4.4964807518863825,-4.4964807518863825,-4.4964807518863825,-4.4964807518863825,-4.4964807518863825,-4.4964807518863825,0.0,0.0,0.0,252.5604542175554
193,2024-10-17,258.7286671613562,227.2340434273571,280.88215906363996,258.7286671613562,258.7286671613562,-4.541889295800833,-4.541889295800833,-4.541889295800833,-4.541889295800833,-4.541889295800833,-4.541889295800833,0.0,0.0,0.0,254.18677786555537
194,2024-10-18,260.4003993532706,230.4870086677498,281.77278013959545,260.4003993532706,260.4003993532706,-4.701256993035243,-4.701256993035243,-4.701256993035243,-4.701256993035243,-4.701256993035243,-4.701256993035243,0.0,0.0,0.0,255.69914236023536
195,2024-10-21,265.4155959290139,233.00187980842637,290.6310164669354,265.4155959290139,265.4155959290139,-3.514233506868351,-3.514233506868351,-3.514233506868351,-3.514233506868351,-3.514233506868351,-3.514233506868351,0.0,0.0,0.0,261.90136242214555
196,2024-10-22,267.0873281209283,235.66379125629228,289.86380944659953,267.0873281209283,267.0873281209283,-3.430150346453211,-3.430150346453211,-3.430150346453211,-3.430150346453211,-3.430150346453211,-3.430150346453211,0.0,0.0,0.0,263.6571777744751
197,2024-10-23,268.75906031284273,237.0003255948849,292.2314463468945,268.75906031284273,268.75906031284273,-4.496480751886264,-4.496480751886264,-4.496480751886264,-4.496480751886264,-4.496480751886264,-4.496480751886264,0.0,0.0,0.0,264.26257956095645
198,2024-10-24,270.43079250475716,237.77312965564363,292.1567176474459,270.43079250475716,270.43079250475716,-4.54188929580487,-4.54188929580487,-4.54188929580487,-4.54188929580487,-4.54188929580487,-4.54188929580487,0.0,0.0,0.0,265.8889032089523
199,2024-10-25,272.10252469667165,240.95074454014645,294.5228753005355,272.10252469667165,272.10252469667165,-4.701256993035643,-4.701256993035643,-4.701256993035643,-4.701256993035643,-4.701256993035643,-4.701256993035643,0.0,0.0,0.0,267.401267703636
200,2024-10-28,279.26336596172996,248.8334236393037,303.60669289305395,279.26336596172996,279.26336596172996,-3.514233506866503,-3.514233506866503,-3.514233506866503,-3.514233506866503,-3.514233506866503,-3.514233506866503,0.0,0.0,0.0,275.74913245486346
201,2024-10-29,281.6503130500828,252.3796388799729,307.4315383358416,281.6503130500828,281.6503130500828,-3.430150346449176,-3.430150346449176,-3.430150346449176,-3.430150346449176,-3.430150346449176,-3.430150346449176,0.0,0.0,0.0,278.2201627036336
202,2024-10-30,284.0372601384356,250.5778913189894,306.2135817042874,284.0372601384356,284.0372601384356,-4.496480751888,-4.496480751888,-4.496480751888,-4.496480751888,-4.496480751888,-4.496480751888,0.0,0.0,0.0,279.5407793865476
203,2024-10-31,286.4242072267883,254.1887035672015,310.12505103988485,286.4242072267883,286.4242072267883,-4.541889295793586,-4.541889295793586,-4.541889295793586,-4.541889295793586,-4.541889295793586,-4.541889295793586,0.0,0.0,0.0,281.88231793099476
204,2024-11-01,288.81115431514115,257.96491923302045,311.4527742493008,288.81115431514115,288.81115431514115,-4.7012569930251775,-4.7012569930251775,-4.7012569930251775,-4.7012569930251775,-4.7012569930251775,-4.7012569930251775,0.0,0.0,0.0,284.10989732211596
205,2024-11-04,295.9719955801994,264.76916585775456,320.9801995160548,295.9719955801994,295.9719955801994,-3.5142335068766735,-3.5142335068766735,-3.5142335068766735,-3.5142335068766735,-3.5142335068766735,-3.5142335068766735,0.0,0.0,0.0,292.4577620733227
206,2024-11-05,298.35894266855223,267.5870063580067,322.2024213373482,298.35894266855223,298.35894266855223,-3.430150346465544,-3.430150346465544,-3.430150346465544,-3.430150346465544,-3.430150346465544,-3.430150346465544,0.0,0.0,0.0,294.9287923220867
207,2024-11-06,300.74588975690494,268.6424354743734,323.43267381112224,300.74588975690494,300.74588975690494,-4.496480751887881,-4.496480751887881,-4.496480751887881,-4.496480751887881,-4.496480751887881,-4.496480751887881,0.0,0.0,0.0,296.24940900501707
208,2024-11-07,303.1328368452578,271.72786388340154,324.35637879181206,303.1328368452578,303.1328368452578,-4.541889295797624,-4.541889295797624,-4.541889295797624,-4.541889295797624,-4.541889295797624,-4.541889295797624,0.0,0.0,0.0,298.5909475494602
209,2024-11-08,305.51978393361054,273.8261568186613,325.48243385391936,305.51978393361054,305.51978393361054,-4.701256993058726,-4.701256993058726,-4.701256993058726,-4.701256993058726,-4.701256993058726,-4.701256993058726,0.0,0.0,0.0,300.8185269405518
210,2024-11-11,312.6806251986689,278.8099943203434,335.75556665450904,312.6806251986689,312.6806251986689,-3.5142335068458985,-3.5142335068458985,-3.5142335068458985,-3.5142335068458985,-3.5142335068458985,-3.5142335068458985,0.0,0.0,0.0,309.166391691823
211,2024-11-12,315.0675722870216,282.9145553425885,336.31047695714653,315.0675722870216,315.0675722870216,-3.4301503464543237,-3.4301503464543237,-3.4301503464543237,-3.4301503464543237,-3.4301503464543237,-3.4301503464543237,0.0,0.0,0.0,311.6374219405673
212,2024-11-13,317.45451937537445,287.1382956040332,341.862309368592,317.45451937537445,317.45451937537445,-4.496480751887763,-4.496480751887763,-4.496480751887763,-4.496480751887763,-4.496480751887763,-4.496480751887763,0.0,0.0,0.0,312.9580386234867
213,2024-11-14,319.84146646372716,289.9931028272591,343.7194465948602,319.84146646372716,319.84146646372716,-4.541889295796146,-4.541889295796146,-4.541889295796146,-4.541889295796146,-4.541889295796146,-4.541889295796146,0.0,0.0,0.0,315.29957716793103
214,2024-11-15,322.22841355208,289.3675683227945,344.9654334635196,322.22841355208,322.22841355208,-4.701256993048262,-4.701256993048262,-4.701256993048262,-4.701256993048262,-4.701256993048262,-4.701256993048262,0.0,0.0,0.0,317.5271565590317
215,2024-11-18,329.3892548171383,297.38996405918465,351.97384113454996,329.3892548171383,329.3892548171383,-3.51423350685607,-3.51423350685607,-3.51423350685607,-3.51423350685607,-3.51423350685607,-3.51423350685607,0.0,0.0,0.0,325.87502131028225
216,2024-11-19,331.7762019054911,301.5183317119027,355.67201959933976,331.7762019054911,331.7762019054911,-3.430150346457472,-3.430150346457472,-3.430150346457472,-3.430150346457472,-3.430150346457472,-3.430150346457472,0.0,0.0,0.0,328.34605155903364
217,2024-11-20,334.16314899384383,303.3914483858203,357.61410260691036,334.16314899384383,334.16314899384383,-4.496480751888571,-4.496480751888571,-4.496480751888571,-4.496480751888571,-4.496480751888571,-4.496480751888571,0.0,0.0,0.0,329.6666682419553
218,2024-11-21,336.55009608219666,307.0327634687048,360.14483079167815,336.55009608219666,336.55009608219666,-4.541889295805697,-4.541889295805697,-4.541889295805697,-4.541889295805697,-4.541889295805697,-4.541889295805697,0.0,0.0,0.0,332.008206786391
219,2024-11-22,338.9370431705494,308.6379944438882,361.9544461309511,338.9370431705494,338.9370431705494,-4.701256993037797,-4.701256993037797,-4.701256993037797,-4.701256993037797,-4.701256993037797,-4.701256993037797,0.0,0.0,0.0,334.23578617751156
